Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S165351698,Mallard,Anas platyrhynchos,525,X,US-IL,Cook,L152600,"Air Station Prairie, Glenview",42.1005788,-87.8189135,2024-03-18,06:50 PM,eBird - Traveling Count,60,1,.966,,10,,Flying in to roost,"Chicago Ornithological Society American Woodcock Outing. Temps in mid 30s, low winds, great activity!",,449
S166204002,Mallard,Anas platyrhynchos,525,X,US-IL,Cook,L152600,"Air Station Prairie, Glenview",42.1005788,-87.8189135,2024-03-27,06:53 PM,eBird - Traveling Count,62,1,1.287,,10,,Flying in to roost,"Chicago Ornithological Society Woodcock outing! Cold temps almost below freezing, decently strong, intermittent winds. Folks braved the cold for looks and woodcock displays, snipes, and other cool prairie birds!",,450
S166572564,Mallard,Anas platyrhynchos,525,10,US-IL,Cook,L152600,"Air Station Prairie, Glenview",42.1005788,-87.8189135,2024-03-30,07:05 PM,eBird - Stationary Count,60,1,,,3,,,High 30s,,451
S172015158,Mallard,Anas platyrhynchos,525,2,US-IL,Cook,L152600,"Air Station Prairie, Glenview",42.1005788,-87.8189135,2024-05-04,04:05 PM,eBird - Stationary Count,24,1,,,1,,,On viewing platfrom,,452
S166576581,Mallard,Anas platyrhynchos,525,2,US-IL,Cook,L152603,Bartel Grassland,41.5356,-87.7555,2024-03-30,08:20 AM,eBird - Traveling Count,30,1,.805,,2,,,"Low 40s, partly cloudy",,453
S172159074,Mallard,Anas platyrhynchos,525,5,US-IL,Cook,L152603,Bartel Grassland,41.5356,-87.7555,2024-05-04,05:28 AM,eBird - Traveling Count,63,1,1.689,,3,,,Walked trail from little pull off on central out into the middle.,,454
S172159667,Mallard,Anas platyrhynchos,525,5,US-IL,Cook,L152603,Bartel Grassland,41.5356,-87.7555,2024-05-04,06:35 AM,eBird - Traveling Count,19,1,.48,,1,,,Walked from main lot to bridge.,,455
S191941531,Mallard,Anas platyrhynchos,525,40,US-IL,Cook,L125052,"Beaubien Woods Forest Preserve, Chicago",41.6504689,-87.5891018,2024-08-18,11:06 AM,eBird - Traveling Count,37,1,3.39,,3,,,"74°F, cloudy, occasional drizzle, N winds 14 mph",,456
S157758752,Mallard,Anas platyrhynchos,525,3,US-IL,Cook,L623766,"Bend of Little Calumet River, Chicago/Riverdale",41.662589,-87.62146,2024-01-01,02:10 PM,eBird - Stationary Count,5,1,,,2,,,,,457
S161399643,Mallard,Anas platyrhynchos,525,4,US-IL,Cook,L623766,"Bend of Little Calumet River, Chicago/Riverdale",41.662589,-87.62146,2024-02-11,09:44 AM,eBird - Traveling Count,30,1,.195,,19,,,,,458
S157773780,Mallard,Anas platyrhynchos,525,X,US-IL,Cook,L741253,Bergman Slough Forest Preserve,41.6725,-87.9016667,2024-01-01,03:26 PM,eBird - Stationary Count,11,1,,,2,,,,,459
S161105125,Mallard,Anas platyrhynchos,525,12,US-IL,Cook,L741253,Bergman Slough Forest Preserve,41.6725,-87.9016667,2024-02-10,09:33 AM,eBird - Stationary Count,20,1,,,1,,,,,460
S201619582,Mallard,Anas platyrhynchos,525,6,US-IL,Cook,L812840,Burnham  Park--31st St. Beach,41.8383626,-87.6058388,2024-11-06,07:30 AM,eBird - Stationary Count,120,1,,,4,,Flybys,"Stationary at harbor pier walkout. Lots of nearby loons today. Good company to get us through the morning. No cave swallow luck. JD joined later, TS and WG stuck around longer past list time.     Wind 10 mph from nw. Cloudy. Low 50s",,461
S203302492,Mallard,Anas platyrhynchos,525,6,US-IL,Cook,L1861542,Burnham Harbor,41.8596974,-87.6113964,2024-11-22,02:36 PM,eBird - Stationary Count,60,1,,,3,,,Scoping from far south east end of harbor.,,462
S176242623,Mallard,Anas platyrhynchos,525,3,US-IL,Cook,L152612,Burnham Park--McCormick Nature Area,41.8497879,-87.6099421,2024-05-21,07:20 AM,eBird - Traveling Count,130,1,1.931,,28,,,,,463
S197368631,Mallard,Anas platyrhynchos,525,2,US-IL,Cook,L152612,Burnham Park--McCormick Nature Area,41.8497879,-87.6099421,2024-10-01,08:03 AM,eBird - Traveling Count,180,1,1.107,,10,,,"Monthly birdwalk led by Wendy Paulson. Although it took some diligence, we eventually cobbled together an 11 warbler species day, great diversity for early October. The other group added Black-throated Green (=12), and I’m almost certain I got a quick glimpse of an Ovenbird (13?).    For me, however, the “bird of the day"" was a bat! We noted one flying in from the lake at ~8:15-8:20 am (landing in a large cottonwood by the parking lot, as did another prior to the birdwalk at ~7:10 am), plus a very high-flying bat at 8:20 am (heading in over the city). We then had two more that flew in and landed in a nearby pair of tall cottonwoods (8:37 am), and finally we discovered two perched Silver-haired Bats in a large maple by the ramped observation platform, one of which gave us a stunning close-up. Presumably all 7 bats were Silver-haireds.    A mercurial weather day, it started auspiciously (partly sunny and comfortable), but then became windy and overcast, before the wind abated and it returned to sunny and partly cloudy conditions. Temps felt cooler thanks to the strong N wind (65°F actually dropping to 62°F before creeping back up to 64°F).",,464
S201491790,Mallard,Anas platyrhynchos,525,12,US-IL,Cook,L152612,Burnham Park--McCormick Nature Area,41.8497879,-87.6099421,2024-11-05,07:33 AM,eBird - Traveling Count,134,1,2.06,,16,,,"Lakefront Bird Walk led by Wendy Paulson, co-sponsored by Openlands and the Field Museum.",,465
S193060045,Mallard,Anas platyrhynchos,525,2,US-IL,Cook,L351831,Burnham Park--Promontory Point,41.7960139,-87.5765064,2024-08-28,07:08 AM,eBird - Traveling Count,123,1,.805,,4,F Flyover,,,,466
S193587279,Mallard,Anas platyrhynchos,525,2,US-IL,Cook,L351831,Burnham Park--Promontory Point,41.7960139,-87.5765064,2024-09-01,06:50 AM,eBird - Stationary Count,323,1,,,1,F Flyover,,"Winds NNW then slowly shifted to N, will begin another lakewatch in late afternoon as they shift NNE. Awesome bat migration, with individuals streaming over me 5 or so a minute, and hundreds out on the lake. Watched gulls hunt them down as well.",,467
S176574891,Mallard,Anas platyrhynchos,525,4,US-IL,Cook,L125053,Burnham Prairie Nature Preserve,41.6401425,-87.5521946,2024-05-10,06:20 AM,eBird - Traveling Count,115,1,1.287,,1,,,,,468
S189072710,Mallard,Anas platyrhynchos,525,2,US-IL,Cook,L125053,Burnham Prairie Nature Preserve,41.6401425,-87.5521946,2024-07-27,08:54 AM,eBird - Traveling Count,30,1,1.169,,2,,,,,469
S190890417,Mallard,Anas platyrhynchos,525,2,US-IL,Cook,L125053,Burnham Prairie Nature Preserve,41.6401425,-87.5521946,2024-08-10,09:44 AM,eBird - Traveling Count,27,1,.724,,3,F Flyover,,68F sunny W12mph,,470
S191781990,Mallard,Anas platyrhynchos,525,2,US-IL,Cook,L125053,Burnham Prairie Nature Preserve,41.6401425,-87.5521946,2024-08-17,09:35 AM,eBird - Traveling Count,35,1,.644,,2,,,,,471
S194006143,Mallard,Anas platyrhynchos,525,24,US-IL,Cook,L311824,Busse Woods (Ned Brown Forest Preserve),42.0309342,-88.0101013,2024-09-04,09:04 AM,eBird - Traveling Count,120,1,2.414,,1,,,Thanks Isoo for the tip!,,472
S167595611,Mallard,Anas platyrhynchos,525,5,US-IL,Cook,L2310306,Busse Woods--south,42.018342,-88.006808,2024-04-07,01:15 PM,eBird - Traveling Count,69,1,1.609,,1,,,"Raining, poor activity, in south lot",,473
S157778454,Mallard,Anas platyrhynchos,525,X,US-IL,Cook,L22825788,CVS Pond (143rd and Wolf Rd),41.628916,-87.893293,2024-01-01,03:50 PM,eBird - Traveling Count,15,1,.098,,2,,,,,474
S161399644,Mallard,Anas platyrhynchos,525,56,US-IL,Cook,L2650830,Cal Sag Channel at Blue Island SEPA Station (RR trestles to I-57) (Blue Island),41.6522273,-87.6781619,2024-02-11,08:59 AM,eBird - Traveling Count,31,1,.204,,19,,,,,475
S165721098,Mallard,Anas platyrhynchos,525,27,US-IL,Cook,L343390,Caldwell Preserves (Bunker Hill/Yates Flatwoods/Caldwell Woods),42.00125,-87.7851391,2024-03-23,12:25 PM,eBird - Traveling Count,74,1,2.092,,1,,,,,476
S157739755,Mallard,Anas platyrhynchos,525,9,US-IL,Cook,L357712,"Calumet Park, Chicago",41.7171656,-87.5294065,2024-01-01,11:45 AM,eBird - Traveling Count,45,1,1.609,,2,,,,,477
S160560909,Mallard,Anas platyrhynchos,525,26,US-IL,Cook,L357712,"Calumet Park, Chicago",41.7171656,-87.5294065,2024-02-03,12:20 PM,eBird - Stationary Count,10,1,,,2,,,l,,478
S162776790,Mallard,Anas platyrhynchos,525,6,US-IL,Cook,L357712,"Calumet Park, Chicago",41.7171656,-87.5294065,2024-02-24,01:08 PM,eBird - Traveling Count,19,1,.805,,1,,,,,479
S185426250,Mallard,Anas platyrhynchos,525,2,US-IL,Cook,L357712,"Calumet Park, Chicago",41.7171656,-87.5294065,2024-07-05,07:21 AM,eBird - Traveling Count,30,1,.966,,1,,,,,480
S199533216,Mallard,Anas platyrhynchos,525,4,US-IL,Cook,L357712,"Calumet Park, Chicago",41.7171656,-87.5294065,2024-10-19,05:17 PM,eBird - Traveling Count,33,1,1.448,,3,,,,,481
S190204817,Mallard,Anas platyrhynchos,525,27,US-IL,Cook,L447274,"Calumet Water Reclamation Plant, Chicago (RESTRICTED)",41.6697703,-87.6080704,2024-08-04,06:53 AM,eBird - Traveling Count,177,1,4.828,,4,,,,,482
S192761949,Mallard,Anas platyrhynchos,525,8,US-IL,Cook,L447274,"Calumet Water Reclamation Plant, Chicago (RESTRICTED)",41.6697703,-87.6080704,2024-08-25,06:43 AM,eBird - Traveling Count,169,1,7.268,,19,,,"70°F warming to 79°F, sunny, S winds 8 mph. ENSBC field trip.",,483
S195254838,Mallard,Anas platyrhynchos,525,4,US-IL,Cook,L447274,"Calumet Water Reclamation Plant, Chicago (RESTRICTED)",41.6697703,-87.6080704,2024-09-15,07:48 AM,eBird - Traveling Count,162,1,7.419,,17,,,The Urban Birding Festival field trip.,,484
S168477027,Mallard,Anas platyrhynchos,525,2,US-IL,Cook,L207016,"Chicago Botanic Garden, Glencoe",42.1470902,-87.7895394,2024-04-13,04:38 PM,eBird - Traveling Count,99,1,3.219,,3,,,With julia,,485
S175194703,Mallard,Anas platyrhynchos,525,1,US-IL,Cook,L207016,"Chicago Botanic Garden, Glencoe",42.1470902,-87.7895394,2024-05-17,06:40 PM,eBird - Stationary Count,20,1,,,1,,,Stationary south lagoon,,486
S202044558,Mallard,Anas platyrhynchos,525,2,US-IL,Cook,L207016,"Chicago Botanic Garden, Glencoe",42.1470902,-87.7895394,2024-11-10,10:01 AM,eBird - Traveling Count,77,1,4.891,,2,,,,,487
S202202457,Mallard,Anas platyrhynchos,525,7,US-IL,Cook,L207016,"Chicago Botanic Garden, Glencoe",42.1470902,-87.7895394,2024-11-11,10:30 AM,eBird - Stationary Count,275,1,,,2,,,"Hawkwatch with 15mph NW winds, missed the AGOS from the fort and GOEA from ibsp. Sat near prairie most birds to me far west. Joined later in day by Demond",,488
S203124609,Mallard,Anas platyrhynchos,525,4,US-IL,Cook,L207016,"Chicago Botanic Garden, Glencoe",42.1470902,-87.7895394,2024-11-20,09:34 AM,eBird - Stationary Count,352,1,,,1,,,18mph W wind with 10 degree drop in temps. With Jo for most of watch.,,489
S159602034,Mallard,Anas platyrhynchos,525,3,US-IL,Cook,L1057281,Chicago River--Diversey Turning Basin,41.931337,-87.6815844,2024-01-21,10:40 AM,eBird - Traveling Count,37,1,.547,,14,,,,,490
S159602035,Mallard,Anas platyrhynchos,525,3,US-IL,Cook,L1138020,Chicago River--North Ave. Turning Basin,41.910198,-87.6579809,2024-01-21,09:56 AM,eBird - Traveling Count,30,1,.37,,14,,,,,491
S169495687,Mallard,Anas platyrhynchos,525,2,US-IL,Cook,L3615041,"Clark Street Beach Bird Sanctuary, Evanston",42.0498389,-87.6736833,2024-04-20,01:08 PM,eBird - Stationary Count,31,1,,,1,,,,,492
S172197740,Mallard,Anas platyrhynchos,525,2,US-IL,Cook,L3615041,"Clark Street Beach Bird Sanctuary, Evanston",42.0498389,-87.6736833,2024-05-05,11:20 AM,eBird - Stationary Count,15,1,,,1,,,Just beach,,493
S160674406,Mallard,Anas platyrhynchos,525,X,US-IL,Cook,L4998238,Deer Grove Forest Preserve--East,42.1449911,-88.0481937,2024-02-04,04:20 PM,eBird - Traveling Count,65,1,2.414,,2,,,,,494
S166636137,Mallard,Anas platyrhynchos,525,8,US-IL,Cook,L4998238,Deer Grove Forest Preserve--East,42.1449911,-88.0481937,2024-03-31,08:45 AM,eBird - Stationary Count,43,1,,,1,,,,,495
S188083330,Mallard,Anas platyrhynchos,525,4,US-IL,Cook,L130994,Eggers Grove Forest Preserve (Chicago),41.6878052,-87.5272446,2024-07-21,09:15 AM,eBird - Traveling Count,70,1,1.448,,1,,,Mostly stationary at marsh assessing water levels. Looking promising for shorebirds.,,496
S191772825,Mallard,Anas platyrhynchos,525,1,US-IL,Cook,L130994,Eggers Grove Forest Preserve (Chicago),41.6878052,-87.5272446,2024-08-17,08:10 AM,eBird - Traveling Count,66,1,1.448,,2,,,,,497
S195254843,Mallard,Anas platyrhynchos,525,3,US-IL,Cook,L130994,Eggers Grove Forest Preserve (Chicago),41.6878052,-87.5272446,2024-09-15,11:25 AM,eBird - Traveling Count,90,1,2.887,,4,,,,,498
S171272289,Mallard,Anas platyrhynchos,525,2,US-IL,Cook,L31139718,"Fluddle south of Treetop Park, 15532–15622 S Ravinia Ave, Orland Park US-IL (41.6076,-87.8584)",41.60759,-87.858402,2024-05-01,05:47 AM,eBird - Stationary Count,15,1,,,1,,,,,499
S196794831,Mallard,Anas platyrhynchos,525,11,US-IL,Cook,L2942201,"Gillson Park (Willmette, Cook Co.)",42.0791724,-87.6854246,2024-09-28,07:11 AM,eBird - Traveling Count,454,1,3.334,,3,,,Pretty disappointing lake watch over all but some decent diversity of birds moving on the lake.,,500
S162855220,Mallard,Anas platyrhynchos,525,5,US-IL,Cook,L152641,"Gillson Park, Wilmette",42.078,-87.6819,2024-02-25,07:05 AM,eBird - Traveling Count,50,1,.483,,1,,,Looked for harlequin. Stopped by 7 other spots north and south of gilson after this list but few if any birds in lake at all points.,,501
S164345506,Mallard,Anas platyrhynchos,525,18,US-IL,Cook,L152641,"Gillson Park, Wilmette",42.078,-87.6819,2024-03-10,01:50 PM,eBird - Stationary Count,21,1,,,1,,,Checked for HQ duck,,502
S197492421,Mallard,Anas platyrhynchos,525,27,US-IL,Cook,L152641,"Gillson Park, Wilmette",42.078,-87.6819,2024-10-04,06:33 AM,eBird - Stationary Count,300,1,,,2,,,"Good dabbler day, some diving other other waterbird arrivals. Slow start but picked up mid morning. Dead by 11am.",,503
S198535862,Mallard,Anas platyrhynchos,525,5,US-IL,Cook,L152641,"Gillson Park, Wilmette",42.078,-87.6819,2024-10-12,07:15 AM,eBird - Stationary Count,304,1,,,11,,,"Fun day for dabblers! Got Tarik his year bird Surf Scoter, and unexpectedly set the county high count for pintail! Cold front came through last night, and although it only dropped temps into the low 60s, it brought strong NE winds behind it that enabled the duck flight that we got. Winds were 17mph out of the NE from sunrise until they died down at about 10:30. The group consisted of Matthew Cvetas, Isoo O’Brien, Tarik Shahzad, Peter and Andrea Tolzmann, Josh Engel, Mark Ryan, Demond McDonald, and myself. Most of the group had left by 10AM, and around 11AM we were joined by Noah Whiteman for an hour or so. Hopefully the first of many record-breaking days this season.",,504
S199011720,Mallard,Anas platyrhynchos,525,16,US-IL,Cook,L152641,"Gillson Park, Wilmette",42.078,-87.6819,2024-10-15,07:20 AM,eBird - Stationary Count,238,1,,,1,,"Nb, Sb","Lakewatch. Brutal 48 degrees, 20mph winds mostly from N with varying slight E component, wish it was stronger. Targets not attained.",,505
S201675664,Mallard,Anas platyrhynchos,525,4,US-IL,Cook,L152641,"Gillson Park, Wilmette",42.078,-87.6819,2024-11-07,08:50 AM,eBird - Traveling Count,14,1,.805,,1,,,,,506
S201901081,Mallard,Anas platyrhynchos,525,6,US-IL,Cook,L152641,"Gillson Park, Wilmette",42.078,-87.6819,2024-11-09,06:25 AM,eBird - Stationary Count,210,1,,,3,,,Lakewatch SE winds,,507
S202155404,Mallard,Anas platyrhynchos,525,4,US-IL,Cook,L152641,"Gillson Park, Wilmette",42.078,-87.6819,2024-11-11,07:03 AM,eBird - Stationary Count,141,1,,,1,,,,,508
S202368744,Mallard,Anas platyrhynchos,525,1,US-IL,Cook,L152641,"Gillson Park, Wilmette",42.078,-87.6819,2024-11-13,06:27 AM,eBird - Stationary Count,193,1,,,3,,,"44 degrees. SSE winds, more S component. LW in hopes of BLKI. TS DM WG.",,509
S202503002,Mallard,Anas platyrhynchos,525,3,US-IL,Cook,L152641,"Gillson Park, Wilmette",42.078,-87.6819,2024-11-14,06:45 AM,eBird - Stationary Count,130,1,,,2,,,"Lakewatch. Dominated by RBMergs moving south in small lines, plus a few other late fall waterbirds.    Low pressure draping over the region overnight, with SE winds. Rain cleared early, with winds shifting NNW around 0745. Low clouds and overcast conditions persistent throughout with the low and occluded front tracking slowly NE and staying in the region. Low 50s",,510
S202655358,Mallard,Anas platyrhynchos,525,3,US-IL,Cook,L152641,"Gillson Park, Wilmette",42.078,-87.6819,2024-11-16,07:14 AM,eBird - Stationary Count,109,1,,,1,,,,,511
S203355976,Mallard,Anas platyrhynchos,525,2,US-IL,Cook,L152641,"Gillson Park, Wilmette",42.078,-87.6819,2024-11-23,07:11 AM,eBird - Stationary Count,75,1,,,1,,,NNW winds Mental breakdown commencing,,512
S203516766,Mallard,Anas platyrhynchos,525,X,US-IL,Cook,L152641,"Gillson Park, Wilmette",42.078,-87.6819,2024-11-24,12:51 PM,eBird - Traveling Count,173,1,.911,,2,,,,,513
S203757044,Mallard,Anas platyrhynchos,525,6,US-IL,Cook,L152641,"Gillson Park, Wilmette",42.078,-87.6819,2024-11-27,07:05 AM,eBird - Stationary Count,65,1,,,1,,3 pairs in harbor,Virtually no wind. No HADU BLKI of course,,514
S165149943,Mallard,Anas platyrhynchos,525,36,US-IL,Cook,L90360,Helmick Nature Preserve / Butterfield Creek Wetlands,41.4993211,-87.7601624,2024-03-17,08:05 AM,eBird - Traveling Count,76,1,.805,,1,,30 FO,2nd dip on pheasant. Most time spent stationary looking out into field for pheasant. Didnt check water bodies,,515
S189053916,Mallard,Anas platyrhynchos,525,5,US-IL,Cook,L90360,Helmick Nature Preserve / Butterfield Creek Wetlands,41.4993211,-87.7601624,2024-07-27,07:19 AM,eBird - Traveling Count,64,1,2.372,,2,,,,,516
S190045327,Mallard,Anas platyrhynchos,525,X,US-IL,Cook,L90360,Helmick Nature Preserve / Butterfield Creek Wetlands,41.4993211,-87.7601624,2024-08-03,09:00 AM,eBird - Stationary Count,50,1,,,2,,,"Sunny, 81F. Raced to chase the little blue after posting up at montrose in the early morning. A great way to start the first weekend in August.",,517
S166528167,Mallard,Anas platyrhynchos,525,10,US-IL,Cook,L97587,"Horner Park, Chicago",41.9575945,-87.6961161,2024-03-30,01:15 PM,eBird - Traveling Count,50,1,.805,,2,,,"High 40s, overcast",,518
S182866653,Mallard,Anas platyrhynchos,525,2,US-IL,Cook,L353534,"Jackson Park, Chicago--63rd St. Beach",41.781425,-87.5721073,2024-06-21,09:44 AM,eBird - Stationary Count,10,1,,,1,,,,,519
S159904508,Mallard,Anas platyrhynchos,525,2,US-IL,Cook,L224192,Killdeer (Tinley Creek) Wetlands,41.5439,-87.7545,2024-01-27,07:45 AM,eBird - Stationary Count,58,1,,,1,,,"No shortie, very foggy",,520
S160492705,Mallard,Anas platyrhynchos,525,2,US-IL,Cook,L224192,Killdeer (Tinley Creek) Wetlands,41.5439,-87.7545,2024-02-03,07:30 AM,eBird - Stationary Count,60,1,,,1,,,,,521
S161087742,Mallard,Anas platyrhynchos,525,2,US-IL,Cook,L224192,Killdeer (Tinley Creek) Wetlands,41.5439,-87.7545,2024-02-10,07:10 AM,eBird - Stationary Count,22,1,,,1,,,,,522
S161371308,Mallard,Anas platyrhynchos,525,8,US-IL,Cook,L224192,Killdeer (Tinley Creek) Wetlands,41.5439,-87.7545,2024-02-11,03:35 PM,eBird - Stationary Count,105,1,,,3,F Flyover,,"With Demond, Ken, and Chris. 5th times the charm!",,523
S163083251,Mallard,Anas platyrhynchos,525,32,US-IL,Cook,L224192,Killdeer (Tinley Creek) Wetlands,41.5439,-87.7545,2024-02-27,07:03 AM,eBird - Stationary Count,68,1,,,1,F Flyover,,Skywatch on bridge. Decent winds from southwest,,524
S166462852,Mallard,Anas platyrhynchos,525,3,US-IL,Cook,L224192,Killdeer (Tinley Creek) Wetlands,41.5439,-87.7545,2024-03-30,07:40 AM,eBird - Traveling Count,40,1,.805,,2,,,"40F, partly cloudy",,525
